size1;fvcnt1;size2;fvcnt2;cmnfvcnt;size;minsize
9;2;-1;0;0;8;7
7;1;-1;0;0;5;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
418;8;-1;0;0;258;226
771;9;-1;0;0;388;387
387;8;-1;0;0;196;195
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;8;7
7;1;-1;0;0;5;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
8;2;-1;0;0;6;6
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
14;3;-1;0;0;10;10
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;7;6
6;1;-1;0;0;4;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
418;8;-1;0;0;258;226
771;9;-1;0;0;388;387
387;8;-1;0;0;196;195
195;7;-1;0;0;100;99
99;6;-1;0;0;52;51
51;5;-1;0;0;28;27
27;4;-1;0;0;16;15
15;3;-1;0;0;10;9
9;2;-1;0;0;8;7
7;1;-1;0;0;5;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
1890;10;-1;0;0;1590;1151
1151;9;-1;0;0;829;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
3842;11;-1;0;0;3061;2047
2047;10;-1;0;0;1533;513
513;9;-1;0;0;258;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7682;12;-1;0;0;6132;4095
4095;11;-1;0;0;3069;1025
1025;10;-1;0;0;514;513
513;9;-1;0;0;258;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
194;7;-1;0;0;126;115
115;6;-1;0;0;75;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
50;5;-1;0;0;32;31
31;4;-1;0;0;21;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
434;8;-1;0;0;314;225
225;7;-1;0;0;160;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
195;7;-1;0;0;130;99
99;6;-1;0;0;68;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
195;7;-1;0;0;130;99
99;6;-1;0;0;68;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
98;6;-1;0;0;62;51
51;5;-1;0;0;35;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
1890;10;-1;0;0;1590;1151
1151;9;-1;0;0;829;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
3842;11;-1;0;0;3061;2047
2047;10;-1;0;0;1533;513
513;9;-1;0;0;258;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7682;12;-1;0;0;6132;4095
4095;11;-1;0;0;3069;1025
1025;10;-1;0;0;514;513
513;9;-1;0;0;258;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
194;7;-1;0;0;126;115
115;6;-1;0;0;75;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
50;5;-1;0;0;32;31
31;4;-1;0;0;21;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
110;6;-1;0;0;76;57
57;5;-1;0;0;40;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
434;8;-1;0;0;314;225
225;7;-1;0;0;160;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
195;7;-1;0;0;130;99
99;6;-1;0;0;68;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
195;7;-1;0;0;130;99
99;6;-1;0;0;68;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
7;3;-1;0;0;11;6
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
98;6;-1;0;0;62;51
51;5;-1;0;0;35;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
11;4;-1;0;0;8;7
11;4;-1;0;0;8;7
7;3;-1;0;0;11;6
7;3;-1;0;0;8;5
7;3;-1;0;0;11;6
4;2;-1;0;0;4;4
7;2;-1;0;0;6;5
7;3;-1;0;0;11;6
1539;10;-1;0;0;1026;771
771;9;-1;0;0;516;257
257;8;-1;0;0;130;129
129;7;-1;0;0;66;65
65;6;-1;0;0;34;33
33;5;-1;0;0;18;17
17;4;-1;0;0;10;9
9;3;-1;0;0;6;5
5;2;-1;0;0;4;3
3;1;-1;0;0;3;1
6;2;-1;0;0;5;5
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
1027;10;-1;0;0;516;515
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
2051;11;-1;0;0;1028;1027
1027;10;-1;0;0;516;515
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
83;6;-1;0;0;44;43
43;5;-1;0;0;24;23
23;4;-1;0;0;15;14
14;3;-1;0;0;10;8
8;2;-1;0;0;7;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
23;4;-1;0;0;14;13
13;3;-1;0;0;9;8
8;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
1027;10;-1;0;0;516;515
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
2051;11;-1;0;0;1028;1027
1027;10;-1;0;0;516;515
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
83;6;-1;0;0;44;43
43;5;-1;0;0;24;23
23;4;-1;0;0;15;14
14;3;-1;0;0;10;8
8;2;-1;0;0;7;5
5;1;-1;0;0;4;1
6;2;-1;0;0;5;5
23;4;-1;0;0;14;13
13;3;-1;0;0;9;8
8;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
515;9;-1;0;0;260;259
259;8;-1;0;0;132;131
131;7;-1;0;0;68;67
67;6;-1;0;0;36;35
35;5;-1;0;0;20;19
19;4;-1;0;0;12;11
11;3;-1;0;0;8;7
7;2;-1;0;0;6;5
5;1;-1;0;0;4;1
